GeneID,pvalue,medDSSLS,meanDSSLS,sdDSSLS,bon.pvalue,fdr.pvalue
FBgn0037220,1.73173082674155e-10,0.01722417,-0.132942857807487,0.654835273529394,1.77034842417788e-06,8.0144089734918e-08
FBgn0033883,1.73694214773736e-10,0.00411031000000017,-0.00901847949453549,0.156004964718187,1.77567595763191e-06,8.0144089734918e-08
FBgn0260745,2.48852283042886e-10,0.00831413999999997,0.000526203501945533,0.159892988317903,2.54401688954742e-06,1.09830414137754e-07
FBgn0041585,5.25948688532447e-10,0.0199879199999999,-0.111973658136882,0.561807939877358,5.3767734428672e-06,2.22454380720536e-07
FBgn0003747,6.64304141373485e-10,0.0385003900000003,0.386250547940379,1.24910095801175,6.79118123726114e-06,2.6973405356329e-07
FBgn0034411,1.14803580089204e-09,0.0978062800000004,0.243983025794393,0.95466589097872,1.17363699925193e-05,4.48219669802119e-07
FBgn0040227,1.65095094770552e-09,0.00601122999999992,0.00639546513641753,0.156583452503702,1.68776715383935e-05,6.20696410005878e-07
FBgn0053096,3.29383293538202e-09,0.000142180000000103,-6.59016182572367e-05,0.00283004182950821,3.36728540984104e-05,1.19413207596653e-06
FBgn0052845,5.86807043727368e-09,0.08360089,0.168573636171171,1.08271996299343,5.99892840802488e-05,2.05402700030225e-06
FBgn0035983,6.64258949869654e-09,0.02020596,-0.149454052123341,0.649237911973793,6.79071924451747e-05,2.24763086670895e-06
FBgn0036158,8.46530992032111e-09,0.0296443900000001,0.161254466702317,0.619732793890885,8.65408633154427e-05,2.71842324131618e-06
FBgn0034691,8.56955410522291e-09,0.02783354,0.146776954605154,1.05876296001216,8.76065516176939e-05,2.71842324131618e-06
FBgn0000097,1.13411641866071e-08,0.0113272899999999,-0.16665649219716,0.642428394729726,0.000115940721479685,3.48861083812875e-06
FBgn0011655,3.41412847096169e-08,0.0165597200000001,-0.18903901684582,0.693913372991914,0.000349026353586414,1.01931817966859e-05
FBgn0013998,4.20907547385383e-08,0.00125620000000004,0.00966719973096221,0.418474955563682,0.000430293785692077,1.22075214671686e-05
FBgn0261811,4.78015274798047e-08,0.00643550999999998,-0.194015380361074,0.730755292670562,0.000488675015426044,1.34787029290972e-05
FBgn0260453,1.0096808853264e-07,0.0733285200000005,0.150313765624082,1.30340416561464,0.00103219676906918,2.77007315322927e-05
FBgn0261844,1.35605740905829e-07,0.0292084899999998,-0.0557953176811595,0.45276564701646,0.00138629748928029,3.62245756825018e-05
FBgn0015621,1.85438497665344e-07,0.0286530900000006,0.165192287978723,1.07090276614627,0.00189573776163281,4.82663125589975e-05
FBgn0051673,2.09567975689059e-07,0.0184266499999999,0.00855645352750804,0.956628784389878,0.00214241341546925,5.31831130304909e-05
FBgn0263076,2.61825199666221e-07,0.00421011000000027,-0.000342670518763771,0.129335150812187,0.00267663901618777,6.48240878490684e-05
FBgn0260454,5.85787080377435e-07,0.159877894999999,0.134762936619048,1.33188843954189,0.00598850132269851,0.000141579158402651
FBgn0034057,6.13838236734099e-07,0.0188532699999997,-0.0992697381791484,0.548942370137671,0.00627526829413269,0.00014490864979274
FBgn0038632,6.50704587376344e-07,0.0195769800000001,-0.155311291161049,0.612391710768463,0.00665215299674836,0.000150120506055847
FBgn0024957,7.70882246980738e-07,0.0145108699999996,-0.00453212448717954,0.153625201646234,0.00788072921088408,0.000173893904202255
FBgn0039698,8.5052934330897e-07,0.00288229000000007,-0.00569244198765426,0.12528297976262,0.0086949614766476,0.00018768963834629
FBgn0030589,1.20445170044205e-06,0.00222174999999947,-0.00573255745989308,0.137112784450609,0.012313109733619,0.000260135940663558
FBgn0053768,1.83355858577582e-06,0.0340861800000001,0.117967376271605,0.626345610451188,0.0187444694223862,0.000387759441754383
FBgn0038727,2.01227654685472e-06,0.0146703699999999,-0.180747056535836,0.703968057693901,0.0205715031384958,0.000415040914384262
FBgn0039092,2.04433511173412e-06,0.00374895000000031,0.0219041676741041,0.493804697409099,0.0208992378472579,0.000415040914384262
FBgn0003308,2.92730122210223e-06,0.00131774000000018,-0.0179442647860043,0.23525930766018,0.0299258003935511,0.0005826477393247
FBgn0035023,5.2449360697674e-06,0.01671288,0.014924931234568,0.714130326216337,0.0536189814412321,0.00102387203931171
FBgn0011747,5.67588923496849e-06,0.00250444000000005,0.0213819527472528,0.236588483953418,0.0580246156490829,0.00108709342687104
FBgn0034785,9.16880384598265e-06,0.0242970300000005,-0.0444286416205837,1.34874551499272,0.0937326817174806,0.00172356533038092
FBgn0011217,1.12644499630052e-05,0.0522601700000003,-0.00643794721088424,0.462181743933096,0.115156471971802,0.00207900784680847
FBgn0037850,1.42953800146238e-05,-0.0125732699999999,0.138591316666667,0.569298853714489,0.146141669889499,0.00259129290229369
FBgn0086694,1.88225310211878e-05,0.04491168,-0.150568010218233,0.694399223895397,0.192422734629603,0.0033000221824776
FBgn0037675,1.88554119381047e-05,0.0522140699999998,0.177291757033639,0.975317774798804,0.192758876243244,0.0033000221824776
FBgn0028693,2.62202135810058e-05,0.00689216999999953,-0.147420594648787,0.717420893191594,0.268049243438622,0.00451120996713203
FBgn0024510,3.54739713368714e-05,0.00330620999999987,-0.00887695394385965,0.148504417492932,0.362650408976837,0.00600160471734303
FBgn0032477,3.68080313932135e-05,0.0112681000000001,-0.0291387555208333,0.289741598042429,0.376288504932822,0.00612521847004116
FBgn0035953,3.99669296446128e-05,0.01367673,-0.18061839792625,0.746904090866149,0.408581921756876,0.0065436177874591
FBgn0031520,4.30399562533861e-05,0.00928714000000008,-0.0150407119664269,0.199739108475425,0.439997472778366,0.00693489834806544
FBgn0050491,4.55991141694683e-05,0.00812137000000002,0.0758861113063063,0.439654820443056,0.466159744154475,0.00723244699897302
FBgn0085327,5.43607147761588e-05,0.74396692,0.479091257037037,1.0669129736232,0.555729587156671,0.00848947101065827
FBgn0002735,6.22006077917189e-05,0.0163287400000001,-0.173280878468469,0.675954165323638,0.635876813454742,0.00953020226676557
FBgn0037536,6.29025270291886e-05,0.00231518000000008,-0.0143028929135803,0.197647943829568,0.643052533819395,0.00953020226676557
FBgn0031639,7.1152578897026e-05,0.01105343,-0.171585656068027,0.717662856541425,0.727392814064297,0.0106216151232899
FBgn0039140,7.28051182812312e-05,0.00668314000000003,-0.191973742533121,0.736587551960718,0.744286724189027,0.010710793560475
FBgn0033886,8.06283414533628e-05,0.0133421699999998,-0.146476421566772,0.686872465819294,0.824263534677728,0.0116922613441869
FBgn0035642,9.74490531364799e-05,-0.0037150300000004,0.0671950562951168,0.676422897460018,0.996221670214234,0.0139324695547663
FBgn0038720,9.92141295712741e-05,0.00701329000000017,-0.0187039031523095,0.265068084773309,1,0.0139878142955278
FBgn0036919,0.000104023823892679,0.0167556,-0.16419006660149,0.664807687297679,1,0.0144650114566381
FBgn0037360,0.000122146004084974,0.0190293000000001,-0.0256333186941581,0.377326963756496,1,0.0167554606414402
FBgn0028671,0.000131779432857495,0.00231883999999982,-0.00623938149971713,0.178028744779401,1,0.0178359069724857
FBgn0052462,0.000151178527370782,0.20555412,0.194353567398844,1.53774649585393,1,0.0201922793597475
FBgn0030823,0.000156860367886181,0.000199309999999731,-0.000313644966261777,0.0261363564800281,1,0.0205949011335872
FBgn0250789,0.000158250644115831,0.00017723000000025,-0.000779413542821893,0.15019454370728,1,0.0205949011335872
FBgn0030733,0.000184578399186592,0.00854918000000016,-0.00540561527210877,0.615562661149498,1,0.0237171560777608
FBgn0001220,0.000187155030829279,0.000706969999999973,-0.00769828099841522,0.185724142655151,1,0.0237476339743501
FBgn0005672,0.00020068453608225,0.0220521799999998,-0.181534441282051,0.843813698345478,1,0.0251499842687768
FBgn0038220,0.000207848999723637,0.0127452299999997,-0.00488788168238995,0.118739670933545,1,0.0257301853194468
FBgn0000056,0.000230361242114966,0.0152257900000001,-0.0935625572595521,0.503082313399787,1,0.0281734574543255
FBgn0016075,0.000294518657835474,0.00231847000000007,-0.00391639952303521,0.10160498050981,1,0.0354778463250783
FBgn0260969,0.000297075848451547,0.0500075500000001,0.160474379212963,0.747198026106819,1,0.0354778463250783
FBgn0085370,0.00030190362853718,0.0170731800000001,-0.00081449564935067,0.216487787868999,1,0.035635159689313
FBgn0024273,0.000309625423351911,0.0067331300000002,-0.0128440878647687,0.186494209383501,1,0.036126524970635
FBgn0038111,0.000329112505241203,0.01282497,-0.152166539076305,0.639360239921355,1,0.0379638754625393
FBgn0261837,0.000359869170175831,0.0053428499999999,-0.00305360917293236,0.0902074128461606,1,0.0410453027691557
FBgn0042627,0.000372623826489329,-5.45500000002086e-05,-0.0088099976179245,0.150188303013835,1,0.0420278273632575
FBgn0026086,0.00040413590216662,0.0129610600000001,-0.147388777889126,0.634887804219555,1,0.045081137833993
FBgn0014011,0.000457972985285001,0.00621784999999986,-0.0850369658738739,0.620479713534909,1,0.0505313453655222
FBgn0034535,0.000506472944872119,0.00957581999999979,-0.0160993413008131,0.223953906707865,1,0.055281794230074
FBgn0039536,0.000543006137350985,0.00439078999999998,-0.229078801113811,0.737264662078524,1,0.0584905484377724
FBgn0033580,0.000547394552417336,0.0504565300000002,-0.158886715918367,0.781772590078606,1,0.0584905484377724
FBgn0022029,0.000580417953610772,0.01119428,-0.152962615358423,0.643087907723532,1,0.061373152573989
FBgn0035714,0.000668742557107663,0.00951862000000014,-0.167329975687831,0.709044226968305,1,0.0699835638886586
FBgn0024251,0.000755703492759987,0.00886487000000002,-0.00647668457971017,0.123387193007738,1,0.0773967685276288
FBgn0034346,0.000760964070275875,0.00122942999999998,-0.01548231125,0.20678966686105,1,0.0773967685276288
FBgn0085423,0.000762454620506638,0.0131605600000002,-0.111337480199275,0.580875027333259,1,0.0773967685276288
FBgn0004244,0.000859664419824859,0.00209236999999995,-0.182448748267622,0.776970700412573,1,0.0864005299568529
FBgn0052677,0.000967897752013157,0.00300177999999995,-0.00353108758377422,0.0929947312581519,1,0.0963248047126035
FBgn0030664,0.000988899725742687,0.10795377,0.117583787841727,0.721197672700978,1,0.0974594283108157
FBgn0050274,0.00101820848850722,0.00257234000000039,-0.000672927836021517,0.0234566970102383,1,0.0993830227580465
FBgn0261854,0.00111798949313558,0.00138097000000004,-0.00306599070489843,0.151833049302286,1,0.108082965188755
FBgn0028516,0.00115189994225152,0.02277106,-0.19922890936255,0.784090918023273,1,0.110310719941464
FBgn0035649,0.00133287463289301,0.00573539000000012,-0.01254622781893,0.228521836565276,1,0.126448695313056
FBgn0259247,0.0013848823813697,0.00222517999999994,-0.000351339299435062,0.0546391100589798,1,0.128461007646199
FBgn0037199,0.00139627900194105,0.0132466199999999,-0.189714693460722,0.734247900423556,1,0.128461007646199
FBgn0028544,0.00141218300866912,0.01044168,-0.0199374500181159,0.273757614508085,1,0.128461007646199
FBgn0000454,0.00141570884742325,0.00154573000000013,-0.0109030262138954,0.170953420306864,1,0.128461007646199
FBgn0038320,0.00141736113253614,0.00121195000000007,0.00164810946808514,0.148262921554977,1,0.128461007646199
FBgn0003145,0.00148101616291344,0.0119023899999999,-0.196039545067385,0.771919016937434,1,0.133042434245437
FBgn0264695,0.00157431034992797,0.0138464599999999,-0.00688732965437025,0.165514154585478,1,0.140182669843147
FBgn0020621,0.00172038270758826,0.0104231099999998,-0.142212948372703,0.630120918588158,1,0.151231413007667
FBgn0035146,0.00172818874090133,0.00930752999999984,-0.0280079053799019,0.278360746096129,1,0.151231413007667
FBgn0020506,0.00195811625894842,0.0027467699999999,-0.00437743247179487,0.102537073065176,1,0.169887505509277
FBgn0051183,0.00220027368403453,0.00149192999999981,-0.00965757233906307,0.169998651138497,1,0.189279475988428
FBgn0038856,0.00233266530420619,0.0119523099999999,-0.172728243346865,0.706458359140707,1,0.198982231117622
FBgn0035264,0.00269477368005718,0.00161645000000021,-0.00456942350168344,0.11731632837382,1,0.227955396885503
FBgn0038596,0.00274758838952646,0.0345024599999999,-0.156019630526316,0.76476187227518,1,0.230502229273414
FBgn0031645,0.00285628725227734,0.03934299,-0.199843118521739,0.78118993581868,1,0.236431414203281
FBgn0032247,0.0028648472019509,0.0107201300000002,-0.00898176961474044,0.209228987476689,1,0.236431414203281
FBgn0037709,0.00331905889140835,8.05200000000283e-05,-0.00704365332407408,0.234279164713603,1,0.271707796828114
FBgn0036881,0.00368450979935969,0.00907763999999989,-0.124343465291902,0.64716894877864,1,0.299211671786402
FBgn0004053,0.00377790191337575,0.00343639000000007,-0.00249118301282044,0.174306787964512,1,0.304360970814899
FBgn0250815,0.00384302884394069,-0.000291949999999375,-0.00895994697865349,0.146204099857351,1,0.307169966888519
FBgn0003448,0.00408688711800873,0.0325300900000001,-0.232530691573255,0.736913668616081,1,0.322772436027937
FBgn0030218,0.00410182683948418,0.0140121300000002,-0.00589601218785793,0.152690616788371,1,0.322772436027937
FBgn0035873,0.0041685802473839,-0.00203534000000039,-0.0176093152736318,0.232208016909737,1,0.325015447703402
FBgn0033196,0.00419436741691909,0.0155965500000002,-0.207956865686695,0.738936539018366,1,0.325015447703402
FBgn0038608,0.00432633047404407,0.01471891,-0.172095789719764,0.722913424503719,1,0.332701368500162
FBgn0039481,0.00472732126469332,0.0118733900000001,-0.0156195076825396,0.231676844077068,1,0.360804798179714
FBgn0035078,0.00500452662262961,0.000960120000000231,-0.00154933629787237,0.0631471264364243,1,0.379111565270994
FBgn0034392,0.00509589024478627,-0.00384126000000018,-0.0178200169261006,0.221035476129751,1,0.383173199072781
FBgn0027546,0.00518853162815117,0.0140160499999999,-0.161694308668478,0.706428486688231,1,0.387270474686489
FBgn0031536,0.00535476150244939,0.00286112999999988,0.00186819064748203,0.134970227780007,1,0.396760467236232
FBgn0062449,0.00550600750221548,0.0117713100000003,-0.00860042826330532,0.173407537727517,1,0.405010740253546
FBgn0028331,0.00568240737063822,0.00238651999999995,-0.0290619325738397,0.272609980269432,1,0.414979260570853
FBgn0043535,0.00588429081167873,0.0342691199999998,0.0978315947222222,0.5916997545782,1,0.426653114495363
FBgn0036928,0.00619710223409144,0.0255366399999999,-0.105958406127451,0.554164572862867,1,0.44614740977491
FBgn0010240,0.0063515506396405,-0.00377432000000022,-0.00720552920634926,0.143920637463558,1,0.454046412274582
FBgn0030655,0.00672314138695256,0.00247085999999985,-0.000646993148148117,0.0708170260345512,1,0.477249008524164
FBgn0250910,0.00686986251212788,0.00309934000000012,-0.198309036030429,0.738664382300627,1,0.484277599726459
FBgn0035248,0.00702977759629305,0.0662618899999998,-0.163127247906977,0.736867427009663,1,0.492132912965316
FBgn0033987,0.00750168551783393,0.0166957799999998,-0.134075003015115,0.620035395168416,1,0.520942581359212
FBgn0263697,0.00754394241550627,0.0126170000000001,-0.174468644439428,0.716475538936531,1,0.520942581359212
FBgn0028401,0.00772288748358997,0.00148769999999976,-0.00794085693693687,0.201728164545953,1,0.529696154364336
FBgn0041111,0.00779586490166476,0.00507846999999995,-0.0134971364332036,0.190255342827682,1,0.531112916891268
FBgn0035056,0.00788651143236366,0.01208403,-0.179455883900344,0.674263905811436,1,0.53370651699949
FBgn0040206,0.0080007490899568,0.05068936,-0.194710998969992,0.745020630379254,1,0.537851682199679
FBgn0015829,0.00923527313902571,0.0201151200000003,-0.0257981175584795,0.29600827024804,1,0.616758273909539
FBgn0037073,0.0103398725987343,0.00251390000000029,0.00869167001633993,0.174791813601488,1,0.68601337744936
FBgn0003463,0.0105088080061399,0.05344411,-0.138490576036036,0.665340976751773,1,0.692694221235887
FBgn0029113,0.0109404375834578,0.000369010000000003,0.000478065144356981,0.0703815073950331,1,0.712113695953823
FBgn0010408,0.0109437234330407,0.00165162000000008,-0.0456349590940171,0.40819094155043,1,0.712113695953823
FBgn0030390,0.0110811068454511,0.0298169199999998,0.0351049691428572,0.416376300386179,1,0.71491352073014
FBgn0035109,0.011127606765379,0.00554261000000089,-0.00773276302025779,0.134941958530884,1,0.71491352073014
FBgn0035103,0.0116871656128696,0.0847991299999999,-0.187713616231003,0.746248286057824,1,0.746140994567546
FBgn0032538,0.0125678132529426,-0.0241027900000002,0.0694571493023255,1.00967952387135,1,0.797092564524283
FBgn0032358,0.0126422916844064,-0.00029793999999983,-0.00476719231666667,0.105344703794112,1,0.797092564524283
FBgn0033368,0.0131564134503894,0.00294316999999999,-0.00835214951190475,0.142562494896187,1,0.816239907931464
FBgn0034530,0.0131577829107171,0.00268935000000003,-0.124418702086451,0.60749267835474,1,0.816239907931464
FBgn0031844,0.0131872076544932,-0.0081817700000002,0.046568462906746,0.501003715423319,1,0.816239907931464
FBgn0040600,0.0132849090381981,0.0480963799999996,0.0585969787878788,0.272621519927278,1,0.817303706949992
FBgn0035594,0.0136909769122479,0.00218816999999971,-0.00360813531531532,0.0919570915339149,1,0.833822074946851
FBgn0035523,0.0137176915098142,0.01413894,-0.00500299084967327,0.161491374513903,1,0.833822074946851
FBgn0039470,0.0143605024038974,0.000366599999999995,-3.58530254351199e-05,0.0398102465170697,1,0.867551349949927
FBgn0043534,0.0145206420299936,0.1049524,0.174576124829932,0.75464446821964,1,0.867551349949927
FBgn0036735,0.0145289852715484,0.00123243999999989,-0.00994580242122725,0.187202922642156,1,0.867551349949927
FBgn0039621,0.0149806706309181,0.0128820399999996,-0.006222451409214,0.38744744346795,1,0.88929115540614
FBgn0004106,0.0156876860159815,0.0456139900000001,-0.100892860635659,0.582111890505298,1,0.925847097373419
FBgn0036009,0.0162177430569842,-0.000135820000000564,0.0471848648861284,0.761565598049398,1,0.951597166308942
FBgn0040208,0.0185014540187571,0.0017622300000002,-0.00795759813813816,0.321668418658823,1,1
FBgn0003189,0.0199522508414712,0.00689135000000007,-0.0216982875362319,0.261510733187327,1,1
FBgn0037483,0.0201439476900235,0.0174430800000014,-0.0254345281196581,0.26191397631573,1,1
FBgn0004828,0.0213159975013385,-0.00839096000000006,-0.0393347814950981,0.487294531866372,1,1
FBgn0028482,0.0213430905012212,0.00817756000000003,-0.00737177915132922,0.203390578779617,1,1
FBgn0053702,0.0214561046643935,0.0316618699999989,0.0118309209604521,0.490147175629044,1,1
FBgn0040076,0.0215772909813262,-0.0208829400000003,0.122886581877934,1.15280594262859,1,1
FBgn0038300,0.0220085955352423,0.0397561000000002,-0.0187978639869281,0.393447536081747,1,1
FBgn0005564,0.0221547957494107,0.000250659999999847,0.000167820240000066,0.00972467007292491,1,1
FBgn0023527,0.0221646501135959,0.00925058999999973,-0.0114148099128541,0.178530488729275,1,1
FBgn0029706,0.0222493734509612,0.00807327000000013,-0.214575252198341,0.76547278229008,1,1
FBgn0032478,0.0228458478050995,0.00142223999999969,-0.0058859774829932,0.1373994539625,1,1
FBgn0035090,0.0230719324089321,0.00479928999999935,-0.0141501832884903,0.19888010045095,1,1
FBgn0010520,0.0231055944043645,-0.0248257699999999,-0.103883521489758,0.603186504020754,1,1
FBgn0020261,0.0232494456849356,0.0189037699999997,-0.0270983298538012,0.273040582150201,1,1
FBgn0264301,0.0235047178389223,0.0127139700000001,-0.00852249180661585,0.242370026069427,1,1
FBgn0030484,0.0263705867938402,0.00568133000000004,-0.142212510517799,0.645875268532992,1,1
FBgn0037016,0.026619200081477,0.0278292900000001,-0.0165155665668663,0.235555015904269,1,1
FBgn0031703,0.0266312508810104,0.0017176400000003,-0.0113522380724637,0.163961200623733,1,1
FBgn0030882,0.0270070988757301,0.002352935,-0.0122258634,0.261383905477679,1,1
FBgn0034050,0.0280570262663978,0.00137084999999981,-0.015208864535865,0.222172532655759,1,1
FBgn0013305,0.0282964512060604,0.02517382,-0.173362831908213,0.735532336925434,1,1
FBgn0010435,0.0291998479998396,0.00152667000000006,0.000241647182940579,0.257634815898652,1,1
FBgn0052495,0.0295894468527135,0.00243241999999988,-0.0122257015111111,0.261266472052446,1,1
FBgn0037013,0.0296418320623013,0.0244185300000002,-0.0100116373931624,0.198396946681697,1,1
FBgn0051189,0.0299598275108118,0.00545203999999977,0.0202709383333333,0.557328214123168,1,1
FBgn0022268,0.0301118295515815,0.00431314999999977,-0.000607061777777778,0.172288753838865,1,1
FBgn0000384,0.0315002752486789,0.00154530000000008,-0.164056477350427,0.616864114124189,1,1
FBgn0025628,0.0333011723259512,0.00176178999999976,-0.0169434472998805,0.230629408209005,1,1
FBgn0038356,0.0334485786837071,0.093596569999999,0.0758093353333334,0.550147762419725,1,1
FBgn0262742,0.0338520062898097,-0.00142113999999971,-0.0125645708130081,0.187453521668772,1,1
FBgn0038020,0.0343300106798369,0.0162689899999999,0.0349704120947177,0.518385638647982,1,1
FBgn0033688,0.0343991650311836,0.00738227999999985,-0.0066417756097562,0.151699532066761,1,1
FBgn0037174,0.0351377759223825,0.00442155,-0.0191165363666666,0.231732296661033,1,1
FBgn0034264,0.0356379654007755,-1.36899999998441e-05,-0.00107350999999998,0.0517635480167175,1,1
FBgn0032053,0.0358412123122629,0.00564509000000002,-0.205374122159624,0.806958634675467,1,1
FBgn0002571,0.0358591302610612,0.00306284000000012,-0.0174018738065195,0.254181338512505,1,1
FBgn0035901,0.0358732107822528,0.00252064000000018,-0.00972920349063669,0.175843073325999,1,1
FBgn0038282,0.0364411597418328,0.0352373200000002,-0.0522362575505051,0.374590678333438,1,1
FBgn0000307,0.0372591096202772,0.00110001999999998,0.00394115803308824,0.135039667772628,1,1
FBgn0015872,0.0379055169548078,-0.00346252000000025,-0.0177717439393939,0.235916073433875,1,1
FBgn0035039,0.0391262540232586,0.000878869999999754,-0.00755427984956447,0.160120471753655,1,1
FBgn0051729,0.0394184657237664,0.00471573999999997,-0.126098945323383,0.604692116409585,1,1
FBgn0010660,0.0405260042640337,0.00162387999999991,-0.0163223234022039,0.225740610431689,1,1
FBgn0004364,0.0405470517103361,0.00246953000000039,-0.033292364109589,0.311962498038099,1,1
FBgn0025833,0.0414330760621106,0.01451168,-0.185384861174153,0.723701976926574,1,1
FBgn0033817,0.0415052846212529,0.0156105999999996,-0.032441386745098,0.349408955097241,1,1
FBgn0045469,0.0415667757544396,0.00373818999999997,0.0103066446832814,0.300531698057377,1,1
FBgn0053897,0.0418254741706709,0.01908898,-0.300905416116505,0.826942701004391,1,1
FBgn0053893,0.0418825411066375,0.01888858,-0.300906511585761,0.826970810801536,1,1
FBgn0053895,0.0419396710699176,0.01894723,-0.30090651407767,0.826881952156122,1,1
FBgn0053899,0.0419396710699176,0.0189238900000002,-0.300907220550162,0.826842469836708,1,1
FBgn0017456,0.0425014353291515,0.0200345899999999,-0.0407367591008771,0.49717681406401,1,1
FBgn0034488,0.0440494326390971,0.01338763,-0.00150665236788617,0.136947939059001,1,1
FBgn0031055,0.0446067504259701,0.0365921299999998,0.0609722943351548,0.681211440394889,1,1
FBgn0030596,0.0456065823683145,0.0197448400000004,-0.0248811913425925,0.280722359412324,1,1
FBgn0040370,0.0462903024886605,0.01078131,-0.10981269027027,0.562289993737901,1,1
FBgn0053909,0.0467183753562959,0.02381107,-0.304634331747573,0.844460225545377,1,1
FBgn0053871,0.0467807641850153,0.0239350600000001,-0.304635313268608,0.844430280079076,1,1
FBgn0053887,0.0467807641850153,0.0239803700000001,-0.304636162653722,0.844426791068458,1,1
FBgn0053889,0.0467807641850153,0.0239461000000001,-0.304642870873786,0.844315542448559,1,1
FBgn0053907,0.0467807641850153,0.0238986999999999,-0.304639060970874,0.844361944161029,1,1
FBgn0036318,0.0474945412543856,0.00333796000000008,0.00708553340740737,0.148601886505211,1,1
FBgn0001219,0.047638877023197,-0.00851205999999993,-0.0130762438754697,0.294272423540744,1,1
FBgn0020622,0.0479690675564346,0.00737538000000004,-0.001431406453202,0.151213861030112,1,1
FBgn0032259,0.0497443785762027,0.01291266,0.00955663070075755,0.151448731194002,1,1
FBgn0034527,0.0501746584384952,0.00285154999999992,-0.00342280582633054,0.11767422870346,1,1
FBgn0041194,0.0509666756311694,0.02152764,-0.025709474198783,0.366636823322809,1,1
FBgn0002922,0.0512111636102625,0.0411101199999999,-0.315994907026144,0.906111118188605,1,1
FBgn0000411,0.0528880411939838,0.00428455999999988,-0.203254280557342,0.681005045684746,1,1
FBgn0039744,0.0532288773258617,0.0248048199999999,0.0731907369148936,0.582488515053065,1,1
FBgn0051637,0.0546847587143692,0.00160332000000007,0.00411731165876781,0.117527095243934,1,1
FBgn0037279,0.0560422045171418,0.000422590000000111,-0.137540814097606,0.668544073054341,1,1
FBgn0028938,0.0564533330083173,0.00090097999999994,-0.0129170375067751,0.190161719841321,1,1
FBgn0030512,0.0574982946971413,0.00427321000000003,0.00109246760299625,0.0729907050553251,1,1
FBgn0029719,0.0600173026447303,0.00805955999999997,-0.0206873851428571,0.239262284655032,1,1
FBgn0263979,0.0600343014778905,0.000786869999999995,-0.00613832969465646,0.155581206817124,1,1
FBgn0035265,0.0601127690869052,0.00903016000000001,0.0163211657964602,0.271355384294991,1,1
FBgn0036875,0.0603381541063579,0.000245159999999522,1.67066208476738e-05,0.00420419617102525,1,1
FBgn0035452,0.0605657032580484,0.0064324899999999,-0.0403572495742093,0.386745048872931,1,1
FBgn0052082,0.0607148160632294,0.0154538,-0.0160719460678643,0.240093925665339,1,1
FBgn0035153,0.0615184958291363,0.000629379999999458,-0.000138103970037421,0.00642998487024486,1,1
